#index 平小韻 上小韻 去小韻 入小韻 重上歸于去 file_name 增補小韻
1 1 670 1237 1920 FALSE tung.m4a 
2 2 671 1238 1897 FALSE thung.m4a 
3 3 672 1239 1898 TRUE dung.m4a 
4 4 673 1240 1899 FALSE lung.m4a 
5 5 ? ? ? FALSE lyung.m4a 4
6 6 2266 ? 1891 TRUE bung.m4a 
7 7 675 1246 1892 FALSE mung.m4a 
8 8 ? 1234 1895 FALSE tshung.m4a 
9 9 676 1235 ? FALSE tzung.m4a 
10 10 691 1236 1902 FALSE tzyung.m4a 1918
11 11 ? ? 1896 TRUE dzung.m4a 
12 12 ? 1253 ? TRUE dzyung.m4a 
519 503 1094 1746 2196 TRUE hhweng.m4a 2197
520 504 1095 ? 2142 FALSE kweng.m4a 
521 505 ? ? 2130 FALSE pheng.m4a 525
522 506 1097 ? 2132 TRUE beng.m4a 2191
523 507 ? 1757 2134 FALSE tcheng.m4a 2181
524 508 1099 1768 2133 TRUE dreng.m4a 518
525 509 1100 1749 2159 FALSE ping.m4a 2286
526 510 1101 1750 2162 TRUE bing.m4a 
527 511 1108 1751 2170 FALSE ming.m4a 1117
528 511 1108 1751 2170 FALSE ming.m4a 1126
529 512 1109 1742 2143 FALSE sheng.m4a 
530 513 1112 1737 2166 FALSE king.m4a 1115
531 513 1112 1737 2166 FALSE king.m4a 1738
532 513 1112 1737 2166 FALSE king.m4a 1739
533 513 1112 1737 2166 FALSE king.m4a 2278
534 514 1107 1743 2169 FALSE khing.m4a 2176
535 515 ? 1741 2167 TRUE ging.m4a 
536 516 1110 1740 2157 FALSE qing.m4a 1777
537 517 1111 1753 2185 FALSE jyueng.m4a 1113
538 519 1104 1754 2179 FALSE hyueng.m4a 
539 520 ? ? 2141 FALSE hweng.m4a 
540 521 ? 1755 2144 FALSE tceng.m4a 
541 522 ? ? ? FALSE neng.m4a 
542 523 1128 1772 2161 FALSE ning.m4a 
543 524 ? 1747 2131 FALSE peng.m4a 1780
544 524 ? 1747 2131 FALSE peng.m4a 2135
545 524 ? 1747 2131 FALSE peng.m4a 2190
546 525 ? 1758 2160 FALSE phing.m4a 
547 526 1120 1760 2148 FALSE tshing.m4a 
548 527 1121 1773 2151 FALSE tzing.m4a 2184
549 528 ? ? 2149 TRUE szing.m4a 
550 529 1118 1761 2150 TRUE dzing.m4a 2182
551 530 ? ? ? FALSE syueng.m4a 
552 531 1130 1762 2152 FALSE shing.m4a 
553 532 1129 1765 2154 FALSE tcing.m4a 
554 533 ? 2289 2156 TRUE dring.m4a 
555 534 1122 1764 2153 FALSE tching.m4a 2181
556 535 1123 1766 2174 FALSE ling.m4a 
557 536 ? 1774 2158 FALSE jing.m4a 
558 538 1102 ? 2164 FALSE khyueng.m4a 
559 539 ? ? 2163 TRUE gyueng.m4a 
560 540 1119 1759 2147 FALSE sing.m4a 
561 541 1124 1769 2171 FALSE ting.m4a 
562 542 ? 1770 2172 FALSE thing.m4a 
563 543 1127 1771 2173 TRUE ding.m4a 
564 544 ? 1776 2165 FALSE hing.m4a 549
565 545 1114 ? 2178 FALSE kyueng.m4a 2287
566 546 ? 1763 2155 TRUE szhing.m4a 2180
567 547 ? 1785 ? FALSE zhing.m4a 
568 548 ? 1752 2168 FALSE nging.m4a 
569 550 1131 1778 2186 FALSE teng.m4a 
570 551 ? 1779 2188 TRUE deng.m4a 
571 552 1098 1783 2189 FALSE leng.m4a 
572 553 ? ? 2193 FALSE seng.m4a 
573 554 ? ? 2194 FALSE tzeng.m4a 
574 555 ? 1781 2183 TRUE dzeng.m4a 
575 557 1116 ? 2195 TRUE hheng.m4a 
576 558 ? ? ? FALSE khweng.m4a 
577 559 ? ? ? FALSE qweng.m4a 
578 560 1132 1787  FALSE jiw.m4a 
579 561 1137 1798  FALSE tchiw.m4a 
580 562 ? 1804  FALSE tchow.m4a 
581 563 1144 1788  FALSE hiw.m4a 
582 564 1145 2290  FALSE khiw.m4a 
583 565 1146 1789  FALSE kiow.m4a 
584 566 1147 1790  TRUE giw.m4a 
585 567 1143 1825  FALSE qiw.m4a 
586 568 1136 1799  FALSE tciw.m4a 
587 569 1140 1807  TRUE driw.m4a 
588 570 1141 1808  FALSE liw.m4a 
589 571 1133 1793  FALSE siw.m4a 
590 572 ? ?  FALSE tshiw.m4a 
591 573 1134 1794  FALSE tziw.m4a 
592 574 ? 1796  TRUE dziw.m4a 
593 575 1135 1797  FALSE shiw.m4a 
594 576 1139 1801  FALSE zhiw.m4a 
595 577 1154 1803  FALSE show.m4a 
596 578 1155 1805  FALSE tcow.m4a 
597 579 1153 1792  TRUE fvow.m4a 
598 580 ? ?  FALSE piw.m4a 
599 581 ? ?  TRUE biw.m4a 
600 582 ? 1806  TRUE drow.m4a 
601 583 ? 1826  FALSE miw.m4a 
602 584 ? ?  FALSE phiw.m4a 
603 585 1156 1810  TRUE hhow.m4a 
604 586 1160 1813  FALSE qow.m4a 
605 587 1158 1812  FALSE khow.m4a 
606 588 1161 1823  FALSE ngow.m4a 
607 589 1159 1824  FALSE kow.m4a 
608 590 ? ?  TRUE bow.m4a 
609 591 1163 1814  FALSE mow.m4a 
610 592 1164 1815  FALSE sow.m4a 
611 593 1166 1817  FALSE tzow.m4a 
612 594 1167 1818  FALSE tow.m4a 
613 595 1148 1819  FALSE thow.m4a 
614 596 1149 1820  TRUE dow.m4a 
615 597 1150 1821  FALSE low.m4a 
616 598 1151 1822  FALSE now.m4a 
617 599 1168 1827 2198 FALSE tshim.m4a 
618 600 ? ? 2201 TRUE szim.m4a 
619 601 1170 1842 ? FALSE shim.m4a 1175
620 602 1172 1829 2203 FALSE tcim.m4a 
621 603 1173 1830 2206 TRUE szhim.m4a 
622 604 1174 1831 2207 FALSE zhim.m4a 
623 605 1175 1832 2208 FALSE shem.m4a 
624 606 ? 1834 2199 FALSE tcem.m4a 
625 607 ? ? ? TRUE drem.m4a 
626 608 1171 1835 2205 FALSE tchim.m4a 1179
627 609 1180 1838 2204 TRUE drim.m4a 
628 610 1181 1836 2209 FALSE lim.m4a 
629 611 ? ? ? FALSE jim.m4a 
630 612 1177 ? 2200 FALSE sim.m4a 
631 613 1184 1841 2210 FALSE qim.m4a 
632 614 1178 1843 ? FALSE ngim.m4a 
633 615 ? ? 2211 FALSE him.m4a 
634 616 ? ? 2212 FALSE khim.m4a 
635 617 1182 1840 2213 FALSE kim.m4a 
636 618 1183 1837 2214 TRUE gim.m4a 
637 619 ? 1839 ? FALSE nim.m4a 
638 620 1186 1853 2226 TRUE dam.m4a 632
639 620 1186 1853 2226 TRUE dam.m4a 1202
640 621 1196 1848 2225 FALSE tham.m4a 1854
641 621 1196 1848 2225 FALSE tham.m4a 2229
642 622 1195 1852 2223 FALSE tam.m4a 633
643 622 1195 1852 2223 FALSE tam.m4a 1201
644 623 1203 1855 2227 FALSE lam.m4a 634
645 623 1203 1855 2227 FALSE lam.m4a 1205
646 624 2270 ? 2228 FALSE nam.m4a 
647 625 1191 1851 2220 FALSE sam.m4a 635
648 626 1192 1847 2224 FALSE tsham.m4a 
649 627 1194 ? 2221 FALSE tzam.m4a 
650 628 1193 1850 2222 TRUE dzam.m4a 1200
651 629 1188 1844 2217 FALSE kham.m4a 1849
652 630 1187 1846 2216 TRUE hham.m4a 637
653 631 1189 2291 2219 FALSE qam.m4a 
654 636 1185 1845 2218 FALSE kam.m4a 1204
655 638 1197 1856 2230 TRUE hhiam.m4a 1198
656 638 1197 1856 2230 TRUE hhiam.m4a 1861
657 639 ? ? ? FALSE jiam.m4a 
658 640 1208 1863 2233 FALSE sham.m4a 644
659 641 1210 1859 2239 TRUE dram.m4a 1211
660 641 1210 1859 2239 TRUE dram.m4a 1862
661 642 1206 1860 2232 FALSE kiam.m4a 
662 643 ? ? 2231 FALSE khiam.m4a 
663 645 ? 2274 2234 FALSE tcham.m4a 
664 646 1213 1864 2240 TRUE fvam.m4a 
665 647 1214 1865 2242 FALSE jiem.m4a 
666 648 ? ? 2258 FALSE siem.m4a 
667 649 ? 1868 2244 FALSE tshiem.m4a 
668 650 ? 1878 2245 FALSE tziem.m4a 
669 651 ? ? ? TRUE sziem.m4a 
670 652 1231 ? 2246 TRUE dziem.m4a 
671 653 1216 1869 2247 FALSE shiem.m4a 
672 654 1218 1870 ? FALSE tchiem.m4a 
673 655 1225 1871 2248 FALSE tciem.m4a 
674 656 ? ? ? TRUE szhiem.m4a 
675 657 1217 1872 ? FALSE zhiem.m4a 
676 658 1219 1873 2251 FALSE liem.m4a 
677 659 1215 1866 ? FALSE qiem.m4a 
678 660 1223 1879 2259 FALSE ngiem.m4a 
679 661 1229 1876 2249 FALSE niem.m4a 1880
680 662 1222 ? 2243 TRUE giem.m4a 
681 663 1224 1867 ? FALSE piem.m4a 
682 664 1226 1874 2252 FALSE thiem.m4a 
683 665 1228 ? ? TRUE diem.m4a 
684 666 1230 1877 2256 FALSE khiem.m4a 1882
685 667 1221 1883 2255 FALSE kiem.m4a 
686 668 ? ? 2254 TRUE hhiem.m4a 
687 669 1220 1881 2257 FALSE hiem.m4a 
688 2260 674 ? 1889 FALSE pung.m4a 
689 2261 ? ? 1890 FALSE phung.m4a 
690 2262 882 1492 ? FALSE nwon.m4a 
691 2263 ? ?  FALSE tha.m4a 
692 2264 ? ? ? FALSE fim.m4a 
693 ? 694 1263  FALSE tchi.m4a 
694 ? 746 1322  TRUE dzyu.m4a 
695 ? 757 1343  FALSE thu.m4a 
696 ? 768 1340  FALSE tcu.m4a 
697 ? 776 1382  FALSE pai.m4a 
698 ? 808 1423  FALSE nui.m4a 1424
699 ? 837 1434 ? FALSE zhyun.m4a 
700 ? 847 1451 ? FALSE tchen.m4a 
701 ? 849 1435 1938 FALSE ngin.m4a 
702 ? 862 1482 ? FALSE khen.m4a 
703 ? 883 1529 2019 FALSE tchan.m4a 
704 ? 891 1536 2032 FALSE van.m4a 
705 ? 897 1519 2030 FALSE tzan.m4a 
706 ? 929 ? ? TRUE drwan.m4a 
707 ? 934 ? 2035 FALSE ngien.m4a 
708 ? 948 1586  FALSE niew.m4a 
709 ? 976 1608  FALSE jiaw.m4a 356
710 ? 976 1608  FALSE jiaw.m4a 1585
711 ? 976 1608  FALSE jiaw.m4a 1597
712 ? 999 1645  FALSE tzo.m4a 
713 ? 1008 1655  FALSE hwo.m4a 
714 ? 1013 ?  FALSE swo.m4a 
715 ? 1014 1652  TRUE dzwoh.m4a 
716 ? 1015 ?  FALSE two.m4a 
717 ? 1016 1656  FALSE thwo.m4a 
718 ? 1017 ?  FALSE lwo.m4a 
719 ? 1032 1677  FALSE ngwa.m4a 
720 ? 1033 ?  FALSE tax.m4a 
721 ? 1034 ?  FALSE shwax.m4a 
722 ? 1038 1685  FALSE tshie.m4a 
723 ? 1040 ?  TRUE dzieh.m4a 
724 ? 1043 ?  FALSE zhiex.m4a 
725 ? 1051 1707 ? FALSE ngiang.m4a 
726 ? 1082 1721 2124 FALSE qang.m4a 
727 ? 1103 ? ? TRUE hhyuengh.mp4 
728 ? 1105 1767 ? FALSE qyueng.m4a 
729 ? 1138 1800  TRUE szhiwh.m4a 
730 ? 1142 1809  FALSE niw.m4a 
731 ? 1152 1791  FALSE fow.m4a 1802
732 ? 1157 1811  FALSE how.m4a 
733 ? 1162 ?  FALSE phowx.m4a 
734 ? 1165 1816  FALSE tshow.m4a 
735 ? 1169 1828 2215 FALSE tzim.m4a 
736 ? 1176 1833 ? FALSE tchem.m4a 
737 ? 1190 ? ? FALSE ngamx.mp4 
738 ? 1199 ? 2238 FALSE hiam.m4a 
739 ? 1207 1857 2237 FALSE qiam.m4a 
740 ? 1209 1858 2235 FALSE tcam.m4a 
741 ? 1212 ? ? FALSE mamx.mp4 
742 ? 1227 1875 2253 FALSE tiem.m4a 
743 ? ? 1232 1893 FALSE sung.m4a 
744 ? ? 1252 1919 TRUE szyung.m4a 
745 ? ? 1281  TRUE szhieih 699
746 ? ? 1289  FALSE shieih.m4a 
747 ? ? 1339  TRUE dru.m4a 
748 ? ? 1359  FALSE tai.m4a 1360
749 ? ? 1370  FALSE ngwaih.m4a 
750 ? ? 1371  FALSE qwai.m4a 
751 ? ? 1381  FALSE phai.m4a 
752 ? ? 1390  FALSE khwai.m4a 
753 ? ? 1408  FALSE juih.m4a 
754 ? ? 1447 1951 FALSE tzyun.m4a 
755 ? ? 1449 ? TRUE szin.m4a 
756 ? ? 1455 1941 FALSE khin.m4a 
757 ? ? 1458 ? FALSE shyun.m4a 
758 ? ? 1478 1976 FALSE nun.m4a 
759 ? ? 1499 1998 FALSE tshwon.m4a 
760 ? ? 1515 ? FALSE tchwan.m4a 
761 ? ? 1585  FALSE ngiew.m4a 
762 ? ? 1646  TRUE dwoh.m4a 
763 ? ? 1657  TRUE fvwo.m4a 
764 ? ? 1756 2140 FALSE ngeng.m4a 
765 ? ? 1784 ? FALSE tshengh.mp4 
766 ? ? 1786 2187 FALSE theng.m4a 
767 ? ? 1795  TRUE sziwh.m4a 
768 ? ? 2273  FALSE qah.m4a 
769 ? ? ? 1908 TRUE szhyuk.m4a 
770 ? ? ? 1913 FALSE shuk.m4a 
771 ? ? ? 1915 FALSE nyuk.m4a 
772 ? ? ? 1926 FALSE shut.m4a 
773 ? ? ? 1945 FALSE tyut.m4 
774 ? ? ? 1952 TRUE dzyut.m4a 
775 ? ? ? 1982 FALSE ngut.m4a 
776 ? 892 ? 2020 FALSE tcan.m4a 2025
777 ? ? ? 2021 FALSE nwat.m4a 
778 ? ? ? 2028 FALSE hiat.m4a 
779 ? ? ? 2055 FALSE shyuet.m4a 2076
780 ? ? ? 2101 FALSE khyuok.m4a 
781 ? ? ? 2105 FALSE kyuok.m4a 
782 ? ? ? 2110 FALSE hyuok.m4a 
783 ? ? ? 2120 FALSE hok.m4a 
784 ? ? ? 2145 FALSE qek.m4a 
785 ? ? ? 2146 TRUE szhek.m4a 
786 ? ? ? 2202 TRUE dzip.m4a 
787 ? ? ? 2236 FALSE niap.m4a 
788 ? ? ? 2241 FALSE fap.m4a 
789 ? ? ? 2250 TRUE driep.m4a 
